REPORT_DATE,PEOPLE_POSITIVE_NEW_CASES_COUNT,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_11,lag_12,lag_13,lag_14,lag_15,lag_16,lag_17,lag_18,lag_19,lag_20,lag_21,lag_22,lag_23,lag_24,lag_25,lag_26,lag_27,lag_28,lag_29,lag_30
2020-10-17,52511,70026.0,64694.0,58802.0,53988.0,47361.0,44454.0,51106.0,58309.0,55788.0,52935.0,42366.0,61650.0,34842.0,47068.0,52833.0,46036.0,41724.0,42495.0,36241.0,36407.0,42166.0,53489.0,43994.0,41428.0,37219.0,54240.0,35499.0,40496.0,48022.0,44688.0
2020-10-18,47239,52511.0,70026.0,64694.0,58802.0,53988.0,47361.0,44454.0,51106.0,58309.0,55788.0,52935.0,42366.0,61650.0,34842.0,47068.0,52833.0,46036.0,41724.0,42495.0,36241.0,36407.0,42166.0,53489.0,43994.0,41428.0,37219.0,54240.0,35499.0,40496.0,48022.0
2020-10-19,64565,47239.0,52511.0,70026.0,64694.0,58802.0,53988.0,47361.0,44454.0,51106.0,58309.0,55788.0,52935.0,42366.0,61650.0,34842.0,47068.0,52833.0,46036.0,41724.0,42495.0,36241.0,36407.0,42166.0,53489.0,43994.0,41428.0,37219.0,54240.0,35499.0,40496.0
2020-10-20,59767,64565.0,47239.0,52511.0,70026.0,64694.0,58802.0,53988.0,47361.0,44454.0,51106.0,58309.0,55788.0,52935.0,42366.0,61650.0,34842.0,47068.0,52833.0,46036.0,41724.0,42495.0,36241.0,36407.0,42166.0,53489.0,43994.0,41428.0,37219.0,54240.0,35499.0
2020-10-21,63968,59767.0,64565.0,47239.0,52511.0,70026.0,64694.0,58802.0,53988.0,47361.0,44454.0,51106.0,58309.0,55788.0,52935.0,42366.0,61650.0,34842.0,47068.0,52833.0,46036.0,41724.0,42495.0,36241.0,36407.0,42166.0,53489.0,43994.0,41428.0,37219.0,54240.0
2020-10-22,74829,63968.0,59767.0,64565.0,47239.0,52511.0,70026.0,64694.0,58802.0,53988.0,47361.0,44454.0,51106.0,58309.0,55788.0,52935.0,42366.0,61650.0,34842.0,47068.0,52833.0,46036.0,41724.0,42495.0,36241.0,36407.0,42166.0,53489.0,43994.0,41428.0,37219.0
2020-10-23,83262,74829.0,63968.0,59767.0,64565.0,47239.0,52511.0,70026.0,64694.0,58802.0,53988.0,47361.0,44454.0,51106.0,58309.0,55788.0,52935.0,42366.0,61650.0,34842.0,47068.0,52833.0,46036.0,41724.0,42495.0,36241.0,36407.0,42166.0,53489.0,43994.0,41428.0
2020-10-24,78249,83262.0,74829.0,63968.0,59767.0,64565.0,47239.0,52511.0,70026.0,64694.0,58802.0,53988.0,47361.0,44454.0,51106.0,58309.0,55788.0,52935.0,42366.0,61650.0,34842.0,47068.0,52833.0,46036.0,41724.0,42495.0,36241.0,36407.0,42166.0,53489.0,43994.0
2020-10-25,58451,78249.0,83262.0,74829.0,63968.0,59767.0,64565.0,47239.0,52511.0,70026.0,64694.0,58802.0,53988.0,47361.0,44454.0,51106.0,58309.0,55788.0,52935.0,42366.0,61650.0,34842.0,47068.0,52833.0,46036.0,41724.0,42495.0,36241.0,36407.0,42166.0,53489.0
2020-10-26,73880,58451.0,78249.0,83262.0,74829.0,63968.0,59767.0,64565.0,47239.0,52511.0,70026.0,64694.0,58802.0,53988.0,47361.0,44454.0,51106.0,58309.0,55788.0,52935.0,42366.0,61650.0,34842.0,47068.0,52833.0,46036.0,41724.0,42495.0,36241.0,36407.0,42166.0
2020-10-27,73940,73880.0,58451.0,78249.0,83262.0,74829.0,63968.0,59767.0,64565.0,47239.0,52511.0,70026.0,64694.0,58802.0,53988.0,47361.0,44454.0,51106.0,58309.0,55788.0,52935.0,42366.0,61650.0,34842.0,47068.0,52833.0,46036.0,41724.0,42495.0,36241.0,36407.0
2020-10-28,81742,73940.0,73880.0,58451.0,78249.0,83262.0,74829.0,63968.0,59767.0,64565.0,47239.0,52511.0,70026.0,64694.0,58802.0,53988.0,47361.0,44454.0,51106.0,58309.0,55788.0,52935.0,42366.0,61650.0,34842.0,47068.0,52833.0,46036.0,41724.0,42495.0,36241.0
2020-10-29,89375,81742.0,73940.0,73880.0,58451.0,78249.0,83262.0,74829.0,63968.0,59767.0,64565.0,47239.0,52511.0,70026.0,64694.0,58802.0,53988.0,47361.0,44454.0,51106.0,58309.0,55788.0,52935.0,42366.0,61650.0,34842.0,47068.0,52833.0,46036.0,41724.0,42495.0
2020-10-30,98835,89375.0,81742.0,73940.0,73880.0,58451.0,78249.0,83262.0,74829.0,63968.0,59767.0,64565.0,47239.0,52511.0,70026.0,64694.0,58802.0,53988.0,47361.0,44454.0,51106.0,58309.0,55788.0,52935.0,42366.0,61650.0,34842.0,47068.0,52833.0,46036.0,41724.0
2020-10-31,83755,98835.0,89375.0,81742.0,73940.0,73880.0,58451.0,78249.0,83262.0,74829.0,63968.0,59767.0,64565.0,47239.0,52511.0,70026.0,64694.0,58802.0,53988.0,47361.0,44454.0,51106.0,58309.0,55788.0,52935.0,42366.0,61650.0,34842.0,47068.0,52833.0,46036.0
2020-11-01,73649,83755.0,98835.0,89375.0,81742.0,73940.0,73880.0,58451.0,78249.0,83262.0,74829.0,63968.0,59767.0,64565.0,47239.0,52511.0,70026.0,64694.0,58802.0,53988.0,47361.0,44454.0,51106.0,58309.0,55788.0,52935.0,42366.0,61650.0,34842.0,47068.0,52833.0
2020-11-02,92492,73649.0,83755.0,98835.0,89375.0,81742.0,73940.0,73880.0,58451.0,78249.0,83262.0,74829.0,63968.0,59767.0,64565.0,47239.0,52511.0,70026.0,64694.0,58802.0,53988.0,47361.0,44454.0,51106.0,58309.0,55788.0,52935.0,42366.0,61650.0,34842.0,47068.0
2020-11-03,91517,92492.0,73649.0,83755.0,98835.0,89375.0,81742.0,73940.0,73880.0,58451.0,78249.0,83262.0,74829.0,63968.0,59767.0,64565.0,47239.0,52511.0,70026.0,64694.0,58802.0,53988.0,47361.0,44454.0,51106.0,58309.0,55788.0,52935.0,42366.0,61650.0,34842.0
2020-11-04,107907,91517.0,92492.0,73649.0,83755.0,98835.0,89375.0,81742.0,73940.0,73880.0,58451.0,78249.0,83262.0,74829.0,63968.0,59767.0,64565.0,47239.0,52511.0,70026.0,64694.0,58802.0,53988.0,47361.0,44454.0,51106.0,58309.0,55788.0,52935.0,42366.0,61650.0
2020-11-05,120852,107907.0,91517.0,92492.0,73649.0,83755.0,98835.0,89375.0,81742.0,73940.0,73880.0,58451.0,78249.0,83262.0,74829.0,63968.0,59767.0,64565.0,47239.0,52511.0,70026.0,64694.0,58802.0,53988.0,47361.0,44454.0,51106.0,58309.0,55788.0,52935.0,42366.0
2020-11-06,131643,120852.0,107907.0,91517.0,92492.0,73649.0,83755.0,98835.0,89375.0,81742.0,73940.0,73880.0,58451.0,78249.0,83262.0,74829.0,63968.0,59767.0,64565.0,47239.0,52511.0,70026.0,64694.0,58802.0,53988.0,47361.0,44454.0,51106.0,58309.0,55788.0,52935.0
2020-11-07,124903,131643.0,120852.0,107907.0,91517.0,92492.0,73649.0,83755.0,98835.0,89375.0,81742.0,73940.0,73880.0,58451.0,78249.0,83262.0,74829.0,63968.0,59767.0,64565.0,47239.0,52511.0,70026.0,64694.0,58802.0,53988.0,47361.0,44454.0,51106.0,58309.0,55788.0
2020-11-08,103230,124903.0,131643.0,120852.0,107907.0,91517.0,92492.0,73649.0,83755.0,98835.0,89375.0,81742.0,73940.0,73880.0,58451.0,78249.0,83262.0,74829.0,63968.0,59767.0,64565.0,47239.0,52511.0,70026.0,64694.0,58802.0,53988.0,47361.0,44454.0,51106.0,58309.0
2020-11-09,129570,103230.0,124903.0,131643.0,120852.0,107907.0,91517.0,92492.0,73649.0,83755.0,98835.0,89375.0,81742.0,73940.0,73880.0,58451.0,78249.0,83262.0,74829.0,63968.0,59767.0,64565.0,47239.0,52511.0,70026.0,64694.0,58802.0,53988.0,47361.0,44454.0,51106.0
2020-11-10,139286,129570.0,103230.0,124903.0,131643.0,120852.0,107907.0,91517.0,92492.0,73649.0,83755.0,98835.0,89375.0,81742.0,73940.0,73880.0,58451.0,78249.0,83262.0,74829.0,63968.0,59767.0,64565.0,47239.0,52511.0,70026.0,64694.0,58802.0,53988.0,47361.0,44454.0
2020-11-11,142513,139286.0,129570.0,103230.0,124903.0,131643.0,120852.0,107907.0,91517.0,92492.0,73649.0,83755.0,98835.0,89375.0,81742.0,73940.0,73880.0,58451.0,78249.0,83262.0,74829.0,63968.0,59767.0,64565.0,47239.0,52511.0,70026.0,64694.0,58802.0,53988.0,47361.0
2020-11-12,162224,142513.0,139286.0,129570.0,103230.0,124903.0,131643.0,120852.0,107907.0,91517.0,92492.0,73649.0,83755.0,98835.0,89375.0,81742.0,73940.0,73880.0,58451.0,78249.0,83262.0,74829.0,63968.0,59767.0,64565.0,47239.0,52511.0,70026.0,64694.0,58802.0,53988.0
2020-11-13,180742,162224.0,142513.0,139286.0,129570.0,103230.0,124903.0,131643.0,120852.0,107907.0,91517.0,92492.0,73649.0,83755.0,98835.0,89375.0,81742.0,73940.0,73880.0,58451.0,78249.0,83262.0,74829.0,63968.0,59767.0,64565.0,47239.0,52511.0,70026.0,64694.0,58802.0
2020-11-14,158372,180742.0,162224.0,142513.0,139286.0,129570.0,103230.0,124903.0,131643.0,120852.0,107907.0,91517.0,92492.0,73649.0,83755.0,98835.0,89375.0,81742.0,73940.0,73880.0,58451.0,78249.0,83262.0,74829.0,63968.0,59767.0,64565.0,47239.0,52511.0,70026.0,64694.0
2020-11-15,134479,158372.0,180742.0,162224.0,142513.0,139286.0,129570.0,103230.0,124903.0,131643.0,120852.0,107907.0,91517.0,92492.0,73649.0,83755.0,98835.0,89375.0,81742.0,73940.0,73880.0,58451.0,78249.0,83262.0,74829.0,63968.0,59767.0,64565.0,47239.0,52511.0,70026.0
2020-11-16,165773,134479.0,158372.0,180742.0,162224.0,142513.0,139286.0,129570.0,103230.0,124903.0,131643.0,120852.0,107907.0,91517.0,92492.0,73649.0,83755.0,98835.0,89375.0,81742.0,73940.0,73880.0,58451.0,78249.0,83262.0,74829.0,63968.0,59767.0,64565.0,47239.0,52511.0
2020-11-17,160986,165773.0,134479.0,158372.0,180742.0,162224.0,142513.0,139286.0,129570.0,103230.0,124903.0,131643.0,120852.0,107907.0,91517.0,92492.0,73649.0,83755.0,98835.0,89375.0,81742.0,73940.0,73880.0,58451.0,78249.0,83262.0,74829.0,63968.0,59767.0,64565.0,47239.0
2020-11-18,171830,160986.0,165773.0,134479.0,158372.0,180742.0,162224.0,142513.0,139286.0,129570.0,103230.0,124903.0,131643.0,120852.0,107907.0,91517.0,92492.0,73649.0,83755.0,98835.0,89375.0,81742.0,73940.0,73880.0,58451.0,78249.0,83262.0,74829.0,63968.0,59767.0,64565.0
2020-11-19,186911,171830.0,160986.0,165773.0,134479.0,158372.0,180742.0,162224.0,142513.0,139286.0,129570.0,103230.0,124903.0,131643.0,120852.0,107907.0,91517.0,92492.0,73649.0,83755.0,98835.0,89375.0,81742.0,73940.0,73880.0,58451.0,78249.0,83262.0,74829.0,63968.0,59767.0
2020-11-20,197906,186911.0,171830.0,160986.0,165773.0,134479.0,158372.0,180742.0,162224.0,142513.0,139286.0,129570.0,103230.0,124903.0,131643.0,120852.0,107907.0,91517.0,92492.0,73649.0,83755.0,98835.0,89375.0,81742.0,73940.0,73880.0,58451.0,78249.0,83262.0,74829.0,63968.0
2020-11-21,170825,197906.0,186911.0,171830.0,160986.0,165773.0,134479.0,158372.0,180742.0,162224.0,142513.0,139286.0,129570.0,103230.0,124903.0,131643.0,120852.0,107907.0,91517.0,92492.0,73649.0,83755.0,98835.0,89375.0,81742.0,73940.0,73880.0,58451.0,78249.0,83262.0,74829.0
2020-11-22,139658,170825.0,197906.0,186911.0,171830.0,160986.0,165773.0,134479.0,158372.0,180742.0,162224.0,142513.0,139286.0,129570.0,103230.0,124903.0,131643.0,120852.0,107907.0,91517.0,92492.0,73649.0,83755.0,98835.0,89375.0,81742.0,73940.0,73880.0,58451.0,78249.0,83262.0
2020-11-23,178826,139658.0,170825.0,197906.0,186911.0,171830.0,160986.0,165773.0,134479.0,158372.0,180742.0,162224.0,142513.0,139286.0,129570.0,103230.0,124903.0,131643.0,120852.0,107907.0,91517.0,92492.0,73649.0,83755.0,98835.0,89375.0,81742.0,73940.0,73880.0,58451.0,78249.0
2020-11-24,177443,178826.0,139658.0,170825.0,197906.0,186911.0,171830.0,160986.0,165773.0,134479.0,158372.0,180742.0,162224.0,142513.0,139286.0,129570.0,103230.0,124903.0,131643.0,120852.0,107907.0,91517.0,92492.0,73649.0,83755.0,98835.0,89375.0,81742.0,73940.0,73880.0,58451.0
2020-11-25,180363,177443.0,178826.0,139658.0,170825.0,197906.0,186911.0,171830.0,160986.0,165773.0,134479.0,158372.0,180742.0,162224.0,142513.0,139286.0,129570.0,103230.0,124903.0,131643.0,120852.0,107907.0,91517.0,92492.0,73649.0,83755.0,98835.0,89375.0,81742.0,73940.0,73880.0
2020-11-26,102450,180363.0,177443.0,178826.0,139658.0,170825.0,197906.0,186911.0,171830.0,160986.0,165773.0,134479.0,158372.0,180742.0,162224.0,142513.0,139286.0,129570.0,103230.0,124903.0,131643.0,120852.0,107907.0,91517.0,92492.0,73649.0,83755.0,98835.0,89375.0,81742.0,73940.0
2020-11-27,204367,102450.0,180363.0,177443.0,178826.0,139658.0,170825.0,197906.0,186911.0,171830.0,160986.0,165773.0,134479.0,158372.0,180742.0,162224.0,142513.0,139286.0,129570.0,103230.0,124903.0,131643.0,120852.0,107907.0,91517.0,92492.0,73649.0,83755.0,98835.0,89375.0,81742.0
2020-11-28,150472,204367.0,102450.0,180363.0,177443.0,178826.0,139658.0,170825.0,197906.0,186911.0,171830.0,160986.0,165773.0,134479.0,158372.0,180742.0,162224.0,142513.0,139286.0,129570.0,103230.0,124903.0,131643.0,120852.0,107907.0,91517.0,92492.0,73649.0,83755.0,98835.0,89375.0
2020-11-29,135961,150472.0,204367.0,102450.0,180363.0,177443.0,178826.0,139658.0,170825.0,197906.0,186911.0,171830.0,160986.0,165773.0,134479.0,158372.0,180742.0,162224.0,142513.0,139286.0,129570.0,103230.0,124903.0,131643.0,120852.0,107907.0,91517.0,92492.0,73649.0,83755.0,98835.0
2020-11-30,166779,135961.0,150472.0,204367.0,102450.0,180363.0,177443.0,178826.0,139658.0,170825.0,197906.0,186911.0,171830.0,160986.0,165773.0,134479.0,158372.0,180742.0,162224.0,142513.0,139286.0,129570.0,103230.0,124903.0,131643.0,120852.0,107907.0,91517.0,92492.0,73649.0,83755.0
2020-12-01,183410,166779.0,135961.0,150472.0,204367.0,102450.0,180363.0,177443.0,178826.0,139658.0,170825.0,197906.0,186911.0,171830.0,160986.0,165773.0,134479.0,158372.0,180742.0,162224.0,142513.0,139286.0,129570.0,103230.0,124903.0,131643.0,120852.0,107907.0,91517.0,92492.0,73649.0
2020-12-02,200714,183410.0,166779.0,135961.0,150472.0,204367.0,102450.0,180363.0,177443.0,178826.0,139658.0,170825.0,197906.0,186911.0,171830.0,160986.0,165773.0,134479.0,158372.0,180742.0,162224.0,142513.0,139286.0,129570.0,103230.0,124903.0,131643.0,120852.0,107907.0,91517.0,92492.0
2020-12-03,217319,200714.0,183410.0,166779.0,135961.0,150472.0,204367.0,102450.0,180363.0,177443.0,178826.0,139658.0,170825.0,197906.0,186911.0,171830.0,160986.0,165773.0,134479.0,158372.0,180742.0,162224.0,142513.0,139286.0,129570.0,103230.0,124903.0,131643.0,120852.0,107907.0,91517.0
2020-12-04,230835,217319.0,200714.0,183410.0,166779.0,135961.0,150472.0,204367.0,102450.0,180363.0,177443.0,178826.0,139658.0,170825.0,197906.0,186911.0,171830.0,160986.0,165773.0,134479.0,158372.0,180742.0,162224.0,142513.0,139286.0,129570.0,103230.0,124903.0,131643.0,120852.0,107907.0
2020-12-05,204755,230835.0,217319.0,200714.0,183410.0,166779.0,135961.0,150472.0,204367.0,102450.0,180363.0,177443.0,178826.0,139658.0,170825.0,197906.0,186911.0,171830.0,160986.0,165773.0,134479.0,158372.0,180742.0,162224.0,142513.0,139286.0,129570.0,103230.0,124903.0,131643.0,120852.0
2020-12-06,170755,204755.0,230835.0,217319.0,200714.0,183410.0,166779.0,135961.0,150472.0,204367.0,102450.0,180363.0,177443.0,178826.0,139658.0,170825.0,197906.0,186911.0,171830.0,160986.0,165773.0,134479.0,158372.0,180742.0,162224.0,142513.0,139286.0,129570.0,103230.0,124903.0,131643.0
2020-12-07,203518,170755.0,204755.0,230835.0,217319.0,200714.0,183410.0,166779.0,135961.0,150472.0,204367.0,102450.0,180363.0,177443.0,178826.0,139658.0,170825.0,197906.0,186911.0,171830.0,160986.0,165773.0,134479.0,158372.0,180742.0,162224.0,142513.0,139286.0,129570.0,103230.0,124903.0
2020-12-08,218980,203518.0,170755.0,204755.0,230835.0,217319.0,200714.0,183410.0,166779.0,135961.0,150472.0,204367.0,102450.0,180363.0,177443.0,178826.0,139658.0,170825.0,197906.0,186911.0,171830.0,160986.0,165773.0,134479.0,158372.0,180742.0,162224.0,142513.0,139286.0,129570.0,103230.0
2020-12-09,219037,218980.0,203518.0,170755.0,204755.0,230835.0,217319.0,200714.0,183410.0,166779.0,135961.0,150472.0,204367.0,102450.0,180363.0,177443.0,178826.0,139658.0,170825.0,197906.0,186911.0,171830.0,160986.0,165773.0,134479.0,158372.0,180742.0,162224.0,142513.0,139286.0,129570.0
2020-12-10,225178,219037.0,218980.0,203518.0,170755.0,204755.0,230835.0,217319.0,200714.0,183410.0,166779.0,135961.0,150472.0,204367.0,102450.0,180363.0,177443.0,178826.0,139658.0,170825.0,197906.0,186911.0,171830.0,160986.0,165773.0,134479.0,158372.0,180742.0,162224.0,142513.0,139286.0
2020-12-11,278387,225178.0,219037.0,218980.0,203518.0,170755.0,204755.0,230835.0,217319.0,200714.0,183410.0,166779.0,135961.0,150472.0,204367.0,102450.0,180363.0,177443.0,178826.0,139658.0,170825.0,197906.0,186911.0,171830.0,160986.0,165773.0,134479.0,158372.0,180742.0,162224.0,142513.0
2020-12-12,206800,278387.0,225178.0,219037.0,218980.0,203518.0,170755.0,204755.0,230835.0,217319.0,200714.0,183410.0,166779.0,135961.0,150472.0,204367.0,102450.0,180363.0,177443.0,178826.0,139658.0,170825.0,197906.0,186911.0,171830.0,160986.0,165773.0,134479.0,158372.0,180742.0,162224.0
2020-12-13,183495,206800.0,278387.0,225178.0,219037.0,218980.0,203518.0,170755.0,204755.0,230835.0,217319.0,200714.0,183410.0,166779.0,135961.0,150472.0,204367.0,102450.0,180363.0,177443.0,178826.0,139658.0,170825.0,197906.0,186911.0,171830.0,160986.0,165773.0,134479.0,158372.0,180742.0
2020-12-14,200284,183495.0,206800.0,278387.0,225178.0,219037.0,218980.0,203518.0,170755.0,204755.0,230835.0,217319.0,200714.0,183410.0,166779.0,135961.0,150472.0,204367.0,102450.0,180363.0,177443.0,178826.0,139658.0,170825.0,197906.0,186911.0,171830.0,160986.0,165773.0,134479.0,158372.0
2020-12-15,202686,200284.0,183495.0,206800.0,278387.0,225178.0,219037.0,218980.0,203518.0,170755.0,204755.0,230835.0,217319.0,200714.0,183410.0,166779.0,135961.0,150472.0,204367.0,102450.0,180363.0,177443.0,178826.0,139658.0,170825.0,197906.0,186911.0,171830.0,160986.0,165773.0,134479.0
2020-12-16,244541,202686.0,200284.0,183495.0,206800.0,278387.0,225178.0,219037.0,218980.0,203518.0,170755.0,204755.0,230835.0,217319.0,200714.0,183410.0,166779.0,135961.0,150472.0,204367.0,102450.0,180363.0,177443.0,178826.0,139658.0,170825.0,197906.0,186911.0,171830.0,160986.0,165773.0
2020-12-17,236579,244541.0,202686.0,200284.0,183495.0,206800.0,278387.0,225178.0,219037.0,218980.0,203518.0,170755.0,204755.0,230835.0,217319.0,200714.0,183410.0,166779.0,135961.0,150472.0,204367.0,102450.0,180363.0,177443.0,178826.0,139658.0,170825.0,197906.0,186911.0,171830.0,160986.0
2020-12-18,249775,236579.0,244541.0,202686.0,200284.0,183495.0,206800.0,278387.0,225178.0,219037.0,218980.0,203518.0,170755.0,204755.0,230835.0,217319.0,200714.0,183410.0,166779.0,135961.0,150472.0,204367.0,102450.0,180363.0,177443.0,178826.0,139658.0,170825.0,197906.0,186911.0,171830.0
2020-12-19,192811,249775.0,236579.0,244541.0,202686.0,200284.0,183495.0,206800.0,278387.0,225178.0,219037.0,218980.0,203518.0,170755.0,204755.0,230835.0,217319.0,200714.0,183410.0,166779.0,135961.0,150472.0,204367.0,102450.0,180363.0,177443.0,178826.0,139658.0,170825.0,197906.0,186911.0
2020-12-20,178674,192811.0,249775.0,236579.0,244541.0,202686.0,200284.0,183495.0,206800.0,278387.0,225178.0,219037.0,218980.0,203518.0,170755.0,204755.0,230835.0,217319.0,200714.0,183410.0,166779.0,135961.0,150472.0,204367.0,102450.0,180363.0,177443.0,178826.0,139658.0,170825.0,197906.0
2020-12-21,201092,178674.0,192811.0,249775.0,236579.0,244541.0,202686.0,200284.0,183495.0,206800.0,278387.0,225178.0,219037.0,218980.0,203518.0,170755.0,204755.0,230835.0,217319.0,200714.0,183410.0,166779.0,135961.0,150472.0,204367.0,102450.0,180363.0,177443.0,178826.0,139658.0,170825.0
2020-12-22,200561,201092.0,178674.0,192811.0,249775.0,236579.0,244541.0,202686.0,200284.0,183495.0,206800.0,278387.0,225178.0,219037.0,218980.0,203518.0,170755.0,204755.0,230835.0,217319.0,200714.0,183410.0,166779.0,135961.0,150472.0,204367.0,102450.0,180363.0,177443.0,178826.0,139658.0
2020-12-23,227169,200561.0,201092.0,178674.0,192811.0,249775.0,236579.0,244541.0,202686.0,200284.0,183495.0,206800.0,278387.0,225178.0,219037.0,218980.0,203518.0,170755.0,204755.0,230835.0,217319.0,200714.0,183410.0,166779.0,135961.0,150472.0,204367.0,102450.0,180363.0,177443.0,178826.0
2020-12-24,193119,227169.0,200561.0,201092.0,178674.0,192811.0,249775.0,236579.0,244541.0,202686.0,200284.0,183495.0,206800.0,278387.0,225178.0,219037.0,218980.0,203518.0,170755.0,204755.0,230835.0,217319.0,200714.0,183410.0,166779.0,135961.0,150472.0,204367.0,102450.0,180363.0,177443.0
2020-12-25,100301,193119.0,227169.0,200561.0,201092.0,178674.0,192811.0,249775.0,236579.0,244541.0,202686.0,200284.0,183495.0,206800.0,278387.0,225178.0,219037.0,218980.0,203518.0,170755.0,204755.0,230835.0,217319.0,200714.0,183410.0,166779.0,135961.0,150472.0,204367.0,102450.0,180363.0
2020-12-26,215837,100301.0,193119.0,227169.0,200561.0,201092.0,178674.0,192811.0,249775.0,236579.0,244541.0,202686.0,200284.0,183495.0,206800.0,278387.0,225178.0,219037.0,218980.0,203518.0,170755.0,204755.0,230835.0,217319.0,200714.0,183410.0,166779.0,135961.0,150472.0,204367.0,102450.0
2020-12-27,151304,215837.0,100301.0,193119.0,227169.0,200561.0,201092.0,178674.0,192811.0,249775.0,236579.0,244541.0,202686.0,200284.0,183495.0,206800.0,278387.0,225178.0,219037.0,218980.0,203518.0,170755.0,204755.0,230835.0,217319.0,200714.0,183410.0,166779.0,135961.0,150472.0,204367.0
2020-12-28,188568,151304.0,215837.0,100301.0,193119.0,227169.0,200561.0,201092.0,178674.0,192811.0,249775.0,236579.0,244541.0,202686.0,200284.0,183495.0,206800.0,278387.0,225178.0,219037.0,218980.0,203518.0,170755.0,204755.0,230835.0,217319.0,200714.0,183410.0,166779.0,135961.0,150472.0
2020-12-29,198886,188568.0,151304.0,215837.0,100301.0,193119.0,227169.0,200561.0,201092.0,178674.0,192811.0,249775.0,236579.0,244541.0,202686.0,200284.0,183495.0,206800.0,278387.0,225178.0,219037.0,218980.0,203518.0,170755.0,204755.0,230835.0,217319.0,200714.0,183410.0,166779.0,135961.0
2020-12-30,228805,198886.0,188568.0,151304.0,215837.0,100301.0,193119.0,227169.0,200561.0,201092.0,178674.0,192811.0,249775.0,236579.0,244541.0,202686.0,200284.0,183495.0,206800.0,278387.0,225178.0,219037.0,218980.0,203518.0,170755.0,204755.0,230835.0,217319.0,200714.0,183410.0,166779.0
2020-12-31,230591,228805.0,198886.0,188568.0,151304.0,215837.0,100301.0,193119.0,227169.0,200561.0,201092.0,178674.0,192811.0,249775.0,236579.0,244541.0,202686.0,200284.0,183495.0,206800.0,278387.0,225178.0,219037.0,218980.0,203518.0,170755.0,204755.0,230835.0,217319.0,200714.0,183410.0
2021-01-01,146471,230591.0,228805.0,198886.0,188568.0,151304.0,215837.0,100301.0,193119.0,227169.0,200561.0,201092.0,178674.0,192811.0,249775.0,236579.0,244541.0,202686.0,200284.0,183495.0,206800.0,278387.0,225178.0,219037.0,218980.0,203518.0,170755.0,204755.0,230835.0,217319.0,200714.0
2021-01-02,290726,146471.0,230591.0,228805.0,198886.0,188568.0,151304.0,215837.0,100301.0,193119.0,227169.0,200561.0,201092.0,178674.0,192811.0,249775.0,236579.0,244541.0,202686.0,200284.0,183495.0,206800.0,278387.0,225178.0,219037.0,218980.0,203518.0,170755.0,204755.0,230835.0,217319.0
2021-01-03,201542,290726.0,146471.0,230591.0,228805.0,198886.0,188568.0,151304.0,215837.0,100301.0,193119.0,227169.0,200561.0,201092.0,178674.0,192811.0,249775.0,236579.0,244541.0,202686.0,200284.0,183495.0,206800.0,278387.0,225178.0,219037.0,218980.0,203518.0,170755.0,204755.0,230835.0
2021-01-04,251177,201542.0,290726.0,146471.0,230591.0,228805.0,198886.0,188568.0,151304.0,215837.0,100301.0,193119.0,227169.0,200561.0,201092.0,178674.0,192811.0,249775.0,236579.0,244541.0,202686.0,200284.0,183495.0,206800.0,278387.0,225178.0,219037.0,218980.0,203518.0,170755.0,204755.0
2021-01-05,234489,251177.0,201542.0,290726.0,146471.0,230591.0,228805.0,198886.0,188568.0,151304.0,215837.0,100301.0,193119.0,227169.0,200561.0,201092.0,178674.0,192811.0,249775.0,236579.0,244541.0,202686.0,200284.0,183495.0,206800.0,278387.0,225178.0,219037.0,218980.0,203518.0,170755.0
2021-01-06,255650,234489.0,251177.0,201542.0,290726.0,146471.0,230591.0,228805.0,198886.0,188568.0,151304.0,215837.0,100301.0,193119.0,227169.0,200561.0,201092.0,178674.0,192811.0,249775.0,236579.0,244541.0,202686.0,200284.0,183495.0,206800.0,278387.0,225178.0,219037.0,218980.0,203518.0
2021-01-07,280039,255650.0,234489.0,251177.0,201542.0,290726.0,146471.0,230591.0,228805.0,198886.0,188568.0,151304.0,215837.0,100301.0,193119.0,227169.0,200561.0,201092.0,178674.0,192811.0,249775.0,236579.0,244541.0,202686.0,200284.0,183495.0,206800.0,278387.0,225178.0,219037.0,218980.0
2021-01-08,298595,280039.0,255650.0,234489.0,251177.0,201542.0,290726.0,146471.0,230591.0,228805.0,198886.0,188568.0,151304.0,215837.0,100301.0,193119.0,227169.0,200561.0,201092.0,178674.0,192811.0,249775.0,236579.0,244541.0,202686.0,200284.0,183495.0,206800.0,278387.0,225178.0,219037.0
2021-01-09,251351,298595.0,280039.0,255650.0,234489.0,251177.0,201542.0,290726.0,146471.0,230591.0,228805.0,198886.0,188568.0,151304.0,215837.0,100301.0,193119.0,227169.0,200561.0,201092.0,178674.0,192811.0,249775.0,236579.0,244541.0,202686.0,200284.0,183495.0,206800.0,278387.0,225178.0
2021-01-10,207798,251351.0,298595.0,280039.0,255650.0,234489.0,251177.0,201542.0,290726.0,146471.0,230591.0,228805.0,198886.0,188568.0,151304.0,215837.0,100301.0,193119.0,227169.0,200561.0,201092.0,178674.0,192811.0,249775.0,236579.0,244541.0,202686.0,200284.0,183495.0,206800.0,278387.0
